"V1","V2"
"HSP90AA1","positive regulation of protein kinase B signaling"
"HSP90AA1","cofactor metabolic process"
"HSP90AA1","chaperone-mediated protein complex assembly"
"HSP90AA1","unfolded protein binding"
"HSP90AA1","GTPase binding"
"HSP90AA1","regulation of nitric-oxide synthase activity"
"HSP90AA1","protein stabilization"
"HSP90AA1","axon extension"
"HSP90AA1","perinuclear region of cytoplasm"
"HSP90AA1","tau protein binding"
"HSP90AA1","vascular endothelial growth factor receptor signaling pathway"
"HSP90AA1","response to antibiotic"
"HSP90AA1","positive regulation of nitric oxide biosynthetic process"
"HSP90AA1","protein insertion into mitochondrial outer membrane"
"HSP90AA1","axonal growth cone"
"HSP90AA1","dendritic growth cone"
"HSP90AA1","protein unfolding"
"HSP90AA1","neutrophil degranulation"
"HSP90AA1","regulation of protein-containing complex assembly"
"HSP90AA1","myelin sheath"
"HSP90AA1","lysosomal lumen"
"HSP90AA1","neuronal cell body"
"HSP90AA1","histone deacetylase binding"
"HSP90AA1","protein homodimerization activity"
"HSP90AA1","identical protein binding"
"HSP90AA1","melanosome"
"HSP90AA1","protein refolding"
"HSP90AA1","ERBB2 signaling pathway"
"HSP90AA1","Fc-gamma receptor signaling pathway involved in phagocytosis"
"HSP90AA1","secretory granule lumen"
"HSP90AA1","cellular response to heat"
"HSP90AA1","positive regulation of peptidyl-serine phosphorylation"
"HSP90AA1","protein-containing complex"
"HSP90AA1","positive regulation of protein polymerization"
"HSP90AA1","ubiquitin protein ligase binding"
"HSP90AA1","regulation of protein ubiquitination"
"HSP90AA1","TPR domain binding"
"HSP90AA1","nitric-oxide synthase regulator activity"
"HSP90AA1","establishment of cell polarity"
"HSP90AA1","MHC class II protein complex binding"
"HSP90AA1","central nervous system neuron axonogenesis"
"HSP90AA1","cytokine-mediated signaling pathway"
"HSP90AA1","ATPase activity"
"HSP90AA1","viral process"
"HSP90AA1","membrane"
"HSP90AA1","regulation of G2/M transition of mitotic cell cycle"
"HSP90AA1","cell surface"
"HSP90AA1","response to cold"
"HSP90AA1","response to heat"
"HSP90AA1","telomere maintenance via telomerase"
"HSP90AA1","response to unfolded protein"
"HSP90AA1","receptor-mediated endocytosis"
"HSP90AA1","mitochondrial transport"
"HSP90AA1","protein folding"
"HSP90AA1","plasma membrane"
"HSP90AA1","cytosol"
"HSP90AA1","cytoplasm"
"HSP90AA1","nucleoplasm"
"HSP90AA1","nucleus"
"HSP90AA1","extracellular region"
"HSP90AA1","ATP binding"
"HSP90AA1","protein binding"
"HSP90AA1","RNA binding"
"HSP90AA1","positive regulation of protein phosphorylation"
"HSP90AA1","G2/M transition of mitotic cell cycle"
"HSP90AA1","IKBKB"
"HSP90AA1","BECN1"
"RTN1","integral component of endoplasmic reticulum membrane"
"RTN1","endoplasmic reticulum"
"RTN1","protein binding"
"RTN1","Golgi membrane"
"RTN1","RTN4"
"RTN2","intracellular protein transmembrane transport"
"RTN2","regulation of glucose import"
"RTN2","T-tubule"
"RTN2","integral component of endoplasmic reticulum membrane"
"RTN2","terminal cisterna"
"RTN2","endoplasmic reticulum"
"RTN2","protein binding"
"RTN2","RTN4"
"RTN2","RTN1"
"12092.PRO_0000039948","HSP90AA1"
"12092.PRO_0000039948","HSP90AA1"
"12092.PRO_0000039947","HSP90AA1"
"12092.PRO_0000039947","HSP90AA1"
"12092.PRO_0000039952","IKBKB"
"12092.PRO_0000039952","IKBKB"
"12092.PRO_0000039952","BECN1"
"12092.PRO_0000039952","BECN1"
"12092.PRO_0000039952","RTN4"
"12092.PRO_0000039952","RTN4"
"12092.PRO_0000039952","RTN1"
"12092.PRO_0000039952","RTN1"
"12092.PRO_0000039952","RTN2"
"12092.PRO_0000039952","RTN2"
