"V1","V2"
"LEFTY1","CFC1"
"LEFTY1","TGFB2"
"LEFTY1","ACVR1C"
"TRIP4","YBX1"
"ZEB2","ZEB1"
"CR2","SPN"
"MMRN1","TOR4A"
"MMRN1","VEGFB"
"MMRN1","VTI1B"
"MMRN1","VEGFC"
"MMRN1","SERPING1"
"MMRN1","THBS1"
"MMRN1","ORM2"
"MMRN1","TGFB2"
"MMRN1","CFD"
"MMRN1","FAM49B"
"MMRN1","FIGF"
"MMRN1","ORM1"
"MMRN1","VWF"
"MMRN1","PPBP"
"VEGFA","TOR4A"
"VEGFA","VEGFB"
"VEGFA","VTI1B"
"VEGFA","NOTCH4"
"VEGFA","VEGFC"
"VEGFA","ZEB1"
"VEGFA","SERPING1"
"VEGFA","THBS1"
"VEGFA","ORM2"
"VEGFA","IL6"
"VEGFA","TGFB2"
"VEGFA","CD34"
"VEGFA","CFD"
"VEGFA","FAM49B"
"VEGFA","FIGF"
"VEGFA","ORM1"
"VEGFA","VWF"
"VEGFA","PPBP"
"VEGFA","MMRN1"
"NODAL","INHBB"
"NODAL","CFC1"
"NODAL","INHBA"
"NODAL","ACVR1C"
"NODAL","LEFTY1"
"SDC1","SPN"
"SDC1","WNT1"
"SDC1","PSG7"
"SDC1","PSG6"
"SDC1","PSG5"
"SDC1","PSG4"
"SDC1","PSG2"
"SDC1","PSG3"
"SDC1","THBS1"
"SDC1","IL6"
"SDC1","CR2"
"PROS1","TOR4A"
"PROS1","VEGFB"
"PROS1","VTI1B"
"PROS1","VEGFC"
"PROS1","SERPING1"
"PROS1","THBS1"
"PROS1","ORM2"
"PROS1","TGFB2"
"PROS1","CFD"
"PROS1","FAM49B"
"PROS1","FIGF"
"PROS1","ORM1"
"PROS1","VWF"
"PROS1","PPBP"
"PROS1","MMRN1"
"PROS1","VEGFA"
"PSG9","PSG3"
"PSG9","SDC1"
"PSG11","PSG4"
"PSG11","SDC1"
"LEFTY2","TOR4A"
"LEFTY2","VEGFB"
"LEFTY2","VTI1B"
"LEFTY2","CFC1"
"LEFTY2","VEGFC"
"LEFTY2","SERPING1"
"LEFTY2","THBS1"
"LEFTY2","ORM2"
"LEFTY2","TGFB2"
"LEFTY2","ACVR1C"
"LEFTY2","CFD"
"LEFTY2","FAM49B"
"LEFTY2","FIGF"
"LEFTY2","ORM1"
"LEFTY2","VWF"
"LEFTY2","PPBP"
"LEFTY2","LEFTY1"
"LEFTY2","MMRN1"
"LEFTY2","VEGFA"
"LEFTY2","NODAL"
"LEFTY2","PROS1"
"MMP9","THBS1"
"MMP9","IL6"
"MMP9","IFNG"
"MMP9","ORM1"
"MMP9","PPBP"
"MMP9","VEGFA"
"MMP9","SDC1"
"BMP6","HFE2"
"PF4","TOR4A"
"PF4","VEGFB"
"PF4","VTI1B"
"PF4","VEGFC"
"PF4","SERPING1"
"PF4","THBS1"
"PF4","ORM2"
"PF4","TGFB2"
"PF4","CFD"
"PF4","FAM49B"
"PF4","FIGF"
"PF4","ORM1"
"PF4","VWF"
"PF4","PPBP"
"PF4","MMRN1"
"PF4","VEGFA"
"PF4","PROS1"
"PF4","LEFTY2"
"SPG7","CD34"
"SPG7","STAMBP"
"YWHAQ","WWP1"
"TCF12","TRIM33"
"SS18L1","USP30"
"SS18L1","WHSC1L1"
"SRF","TRIP4"
"MMP1","IL6"
"MMP1","VEGFA"
"MMP1","SDC1"
"MMP1","MMP9"
"BPIFA1","LBP"
"BPIFA1","PCK2"
"PCYOX1L","TOR4A"
"PCYOX1L","VEGFB"
"PCYOX1L","VTI1B"
"PCYOX1L","VEGFC"
"PCYOX1L","SERPING1"
"PCYOX1L","THBS1"
"PCYOX1L","ORM2"
"PCYOX1L","TGFB2"
"PCYOX1L","CFD"
"PCYOX1L","FAM49B"
"PCYOX1L","FIGF"
"PCYOX1L","ORM1"
"PCYOX1L","VWF"
"PCYOX1L","PPBP"
"PCYOX1L","MMRN1"
"PCYOX1L","VEGFA"
"PCYOX1L","PROS1"
"PCYOX1L","LEFTY2"
"PCYOX1L","PF4"
"F5","TOR4A"
"F5","VEGFB"
"F5","VTI1B"
"F5","VEGFC"
"F5","SERPING1"
"F5","THBS1"
"F5","ORM2"
"F5","IL6"
"F5","TGFB2"
"F5","CFD"
"F5","FAM49B"
"F5","FIGF"
"F5","ORM1"
"F5","VWF"
"F5","PPBP"
"F5","MMRN1"
"F5","VEGFA"
"F5","PROS1"
"F5","LEFTY2"
"F5","PF4"
"F5","PCYOX1L"
"SERTAD1","XIAP"
"COL3A1","ASPN"
"COL3A1","FMOD"
"COL3A1","THBS1"
"COL3A1","VWF"
"COL3A1","SDC1"
"INS","MSTN"
"INS","IL6"
"INS","CD34"
"INS","CFD"
"INS","VEGFA"
"INS","MMP9"
"INS","CSH1"
"INS","PCK2"
"INS","NOX4"
"PIK3AP1","IGHV3-11"
"PIK3AP1","PIK3CD"
"IGJ","IGHV3-11"
"TFAP2B","ZFYVE9"
"TFAP2B","YY1"
"LTBP4","TRIB3"
"MICU1","SPG7"
"FCGR2B","IGHV3-11"
"PLG","TOR4A"
"PLG","VEGFB"
"PLG","VTI1B"
"PLG","VEGFC"
"PLG","SERPING1"
"PLG","THBS1"
"PLG","ORM2"
"PLG","IL6"
"PLG","TGFB2"
"PLG","CFD"
"PLG","FAM49B"
"PLG","FIGF"
"PLG","ORM1"
"PLG","VWF"
"PLG","PPBP"
"PLG","MMRN1"
"PLG","VEGFA"
"PLG","PROS1"
"PLG","LEFTY2"
"PLG","MMP9"
"PLG","PF4"
"PLG","MMP1"
"PLG","PCYOX1L"
"PLG","F5"
"PLG","INS"
"ZC3H12A","IL6"
"SNAI2","MMP9"
"VDR","RARB"
"IL10","TYK2"
"IL10","IL6"
"IL10","IFNG"
"IL10","VEGFA"
"IL10","MMP9"
"IL10","INS"
"CXXC5","VDR"
"TIMP1","TOR4A"
"TIMP1","VEGFB"
"TIMP1","VTI1B"
"TIMP1","VEGFC"
"TIMP1","SERPING1"
"TIMP1","THBS1"
"TIMP1","ORM2"
"TIMP1","IL6"
"TIMP1","TGFB2"
"TIMP1","CFD"
"TIMP1","FAM49B"
"TIMP1","FIGF"
"TIMP1","ORM1"
"TIMP1","VWF"
"TIMP1","PPBP"
"TIMP1","MMRN1"
"TIMP1","VEGFA"
"TIMP1","PROS1"
"TIMP1","LEFTY2"
"TIMP1","MMP9"
"TIMP1","PF4"
"TIMP1","MMP1"
"TIMP1","PCYOX1L"
"TIMP1","F5"
"TIMP1","PLG"
"TIMP1","IL10"
"ENG","GDF2"
"ENG","INHBA"
"ENG","CD34"
"ENG","VWF"
"ENG","VEGFA"
"PTPRC","SPN"
"PTPRC","IL6"
"PTPRC","UHRF2"
"PTPRC","CD34"
"PTPRC","VWF"
"PTPRC","CR2"
"PTPRC","SDC1"
"PTPRC","INS"
"PTPRC","FCGR2B"
"PTPRC","IL10"
"PTPRC","ENG"
"MEF2A","TCF12"
"ZBTB16","WWP1"
"ZBTB16","IL6"
"ZBTB16","VDR"
"ZBTB16","TIMP1"
"FAM83G","YWHAQ"
"MKL2","SRF"
"MAN1A2","MAN1C1"
"QSOX1","TOR4A"
"QSOX1","VEGFB"
"QSOX1","VTI1B"
"QSOX1","VEGFC"
"QSOX1","SERPING1"
"QSOX1","THBS1"
"QSOX1","ORM2"
"QSOX1","IL6"
"QSOX1","TGFB2"
"QSOX1","CFD"
"QSOX1","FAM49B"
"QSOX1","FIGF"
"QSOX1","ORM1"
"QSOX1","VWF"
"QSOX1","PPBP"
"QSOX1","MMRN1"
"QSOX1","VEGFA"
"QSOX1","PROS1"
"QSOX1","LEFTY2"
"QSOX1","MMP9"
"QSOX1","PF4"
"QSOX1","PCYOX1L"
"QSOX1","F5"
"QSOX1","PLG"
"QSOX1","TIMP1"
"TUBB8","VASN"
"TUBB8","FIGF"
"TEX264","TOR4A"
"TEX264","VEGFB"
"TEX264","VTI1B"
"TEX264","VEGFC"
"TEX264","SERPING1"
"TEX264","THBS1"
"TEX264","ORM2"
"TEX264","TGFB2"
"TEX264","CFD"
"TEX264","FAM49B"
"TEX264","FIGF"
"TEX264","ORM1"
"TEX264","VWF"
"TEX264","PPBP"
"TEX264","MMRN1"
"TEX264","VEGFA"
"TEX264","PROS1"
"TEX264","LEFTY2"
"TEX264","PF4"
"TEX264","PCYOX1L"
"TEX264","F5"
"TEX264","PLG"
"TEX264","TIMP1"
"TEX264","QSOX1"
"IL1B","TYK2"
"IL1B","IL6"
"IL1B","IFNG"
"IL1B","VEGFA"
"IL1B","MMP9"
"IL1B","MMP1"
"IL1B","INS"
"IL1B","ZC3H12A"
"IL1B","IL10"
"IL1B","TIMP1"
"CST6","MMRN1"
"RGMA","ZFYVE16"
"RGMA","RGMB"
"RGMA","HFE2"
"RGMA","XIAP"
"TLR4","IL6"
"TLR4","LBP"
"TLR4","IFNG"
"TLR4","VEGFA"
"TLR4","MMP9"
"TLR4","SPG7"
"TLR4","NOX4"
"TLR4","SERTAD1"
"TLR4","INS"
"TLR4","PIK3AP1"
"TLR4","IL10"
"TLR4","PTPRC"
"TLR4","IL1B"
"WWTR1","ZNF521"
"WWTR1","YWHAQ"
"NFIX","PIR"
"MGAT1","MAN1C1"
"MGAT1","MAN1A2"
"SLC25A12","TIMM8B"
"ZBTB17","YWHAQ"
"GAS6","TOR4A"
"GAS6","VEGFB"
"GAS6","VTI1B"
"GAS6","VEGFC"
"GAS6","SERPING1"
"GAS6","THBS1"
"GAS6","ORM2"
"GAS6","IL6"
"GAS6","TGFB2"
"GAS6","CFD"
"GAS6","FAM49B"
"GAS6","FIGF"
"GAS6","ORM1"
"GAS6","VWF"
"GAS6","PPBP"
"GAS6","MMRN1"
"GAS6","VEGFA"
"GAS6","PROS1"
"GAS6","LEFTY2"
"GAS6","PF4"
"GAS6","PCYOX1L"
"GAS6","F5"
"GAS6","PLG"
"GAS6","TIMP1"
"GAS6","QSOX1"
"GAS6","TEX264"
"ST13","VAV2"
"ST13","ST14"
"JUND","YY1"
"JUND","MEF2A"
"JUND","SLC25A12"
"PEX6","PEX16"
"IGF2","TOR4A"
"IGF2","VEGFB"
"IGF2","VTI1B"
"IGF2","VEGFC"
"IGF2","PLAG1"
"IGF2","SERPING1"
"IGF2","THBS1"
"IGF2","ORM2"
"IGF2","TGFB2"
"IGF2","CFD"
"IGF2","PAPPA2"
"IGF2","FAM49B"
"IGF2","FIGF"
"IGF2","ORM1"
"IGF2","VWF"
"IGF2","PPBP"
"IGF2","MMRN1"
"IGF2","VEGFA"
"IGF2","PROS1"
"IGF2","LEFTY2"
"IGF2","PF4"
"IGF2","MMP1"
"IGF2","PCYOX1L"
"IGF2","F5"
"IGF2","INS"
"IGF2","PLG"
"IGF2","TIMP1"
"IGF2","QSOX1"
"IGF2","TEX264"
"IGF2","GAS6"
"CBFB","ZNF521"
"CBFB","NKX3-2"
"CBFB","WWP1"
"CBFB","THBS1"
"CBFB","IFNG"
"CBFB","PAX5"
"CBFB","PF4"
"CBFB","TCF12"
"CBFB","WWTR1"
"PTPN9","IL37"
"PIGR","PCK2"
"PIGR","IGJ"
"TBC1D1","YWHAQ"
"TBC1D1","INS"
"SMC3","TRIP4"
"SMC3","JUND"
"YWHAE","YWHAQ"
"YWHAE","RIN1"
"YWHAE","WWTR1"
"YWHAE","TBC1D1"
"PAPPA","PLG"
"PAPPA","IGF2"
"PNPLA2","IL6"
"PNPLA2","F5"
"PNPLA2","INS"
"PNPLA2","TIMP1"
"PNPLA2","QSOX1"
"PNPLA2","GAS6"
"SRI","TCF12"
"SRI","RYR2"
"SRI","PIR"
"PPP1R15A","ZFYVE16"
"PPP1R15A","RGMB"
"PPP1R15A","HFE2"
"PPP1R15A","ZFYVE9"
"PPP1R15A","RGMA"
"WDR5","YY1"
"WDR5","THBS1"
"WDR5","RARB"
"WDR5","SRY"
"WDR5","CBFB"
"ROCK1","VEGFA"
"ROCK1","PPP1R12C"
"S100A4","XIAP"
"PROC","IL6"
"PROC","VWF"
"PROC","PROS1"
"PROC","PF4"
"PROC","F5"
"PROC","TIMP1"
"PROC","QSOX1"
"PROC","GAS6"
"PROC","PNPLA2"
"FBN1","IL6"
"FBN1","F5"
"FBN1","COL3A1"
"FBN1","TIMP1"
"FBN1","QSOX1"
"FBN1","GAS6"
"FBN1","PNPLA2"
"FBN1","PROC"
"IGLL1","VPREB3"
"IGLL1","IGHV3-11"
"IGLL1","IGJ"
"F2","SERPING1"
"F2","THBS1"
"F2","IL6"
"F2","VWF"
"F2","YBX1"
"F2","PROS1"
"F2","F5"
"F2","ST13"
"F2","IGF2"
"F2","PROC"
"KDM2A","UHRF2"
"AGT","IL6"
"AGT","PPBP"
"AGT","PF4"
"AGT","INS"
"AGT","F2"
"PAG1","PCK2"
"SMARCC2","SS18L1"
"SMARCC2","VDR"
"SMARCC2","CBFB"
"SHH","WNT1"
"SHH","DLX1"
"SHH","VEGFA"
"SHH","INS"
"PCNT","YWHAE"
"LUM","FMOD"
"LUM","TGFB2"
"LUM","COL3A1"
"LUM","FBN1"
"CD5","SPN"
"CD5","IL6"
"CD5","CD34"
"CD5","PAX5"
"CD5","CR2"
"CD5","SDC1"
"CD5","PTPRC"
"STK11IP","PRTN3"
"STK11IP","VASN"
"STK11IP","ORM2"
"STK11IP","TLR4"
"PTPN13","IL37"
"CSH2","CSH1"
"CSH2","INS"
"SERPINE1","TGIF1"
"SERPINE1","TOR4A"
"SERPINE1","VEGFB"
"SERPINE1","VTI1B"
"SERPINE1","VEGFC"
"SERPINE1","SERPING1"
"SERPINE1","THBS1"
"SERPINE1","ORM2"
"SERPINE1","IL6"
"SERPINE1","TGFB2"
"SERPINE1","TGIF2"
"SERPINE1","CFD"
"SERPINE1","FAM49B"
"SERPINE1","FIGF"
"SERPINE1","ORM1"
"SERPINE1","VWF"
"SERPINE1","PPBP"
"SERPINE1","MMRN1"
"SERPINE1","VEGFA"
"SERPINE1","PROS1"
"SERPINE1","LEFTY2"
"SERPINE1","MMP9"
"SERPINE1","PF4"
"SERPINE1","PCYOX1L"
"SERPINE1","F5"
"SERPINE1","INS"
"SERPINE1","PLG"
"SERPINE1","TIMP1"
"SERPINE1","QSOX1"
"SERPINE1","TEX264"
"SERPINE1","WWTR1"
"SERPINE1","GAS6"
"SERPINE1","IGF2"
"SERPINE1","PROC"
"SERPINE1","F2"
"RNPC3","YBX1"
"VAV1","IGHV3-11"
"VAV1","VAV2"
"VAV1","TYK2"
"VAV1","IL6"
"VAV1","PIK3CD"
"VAV1","PIK3AP1"
"VAV1","PTPRC"
"VAV1","CST6"
"VAV1","PAG1"
"VAV1","CD5"
"STOML2","PTPN18"
"STOML2","YWHAE"
"AXIN2","TCF7L1"
"AXIN2","WNT1"
"RPS6KB1","VEGFA"
"RPS6KB1","INS"
"FOXO4","YWHAQ"
"FOXO4","VDR"
"FOXO4","YWHAE"
"IL24","IL6"
"TBCD","TUBB8"
"UNC45A","WDR5"
"PRDM4","SERTAD1"
"TF","HFE2"
"TF","TYK2"
"TF","SLC2A8"
"TF","IL6"
"TF","F5"
"TF","TIMP1"
"TF","QSOX1"
"TF","GAS6"
"TF","IGF2"
"TF","TUBB3"
"TF","PNPLA2"
"TF","PROC"
"TF","FBN1"
"RBMS1","ZNF143"
"SP3","YY1"
"SP3","VEGFA"
"SDC2","PSG7"
"SDC2","PSG6"
"SDC2","TGFBR3"
"SDC2","PSG5"
"SDC2","PSG4"
"SDC2","PSG2"
"SDC2","PSG3"
"SDC2","IL6"
"SDC2","SDC1"
"SDC2","PSG9"
"SDC2","PSG11"
"SDC2","F5"
"SDC2","TIMP1"
"SDC2","QSOX1"
"SDC2","GAS6"
"SDC2","PNPLA2"
"SDC2","PROC"
"SDC2","FBN1"
"SDC2","TF"
"PAPOLA","THOC5"
"PAPOLA","YBX1"
"HRG","TOR4A"
"HRG","VEGFB"
"HRG","VTI1B"
"HRG","VEGFC"
"HRG","SERPING1"
"HRG","THBS1"
"HRG","ORM2"
"HRG","TGFB2"
"HRG","CFD"
"HRG","FAM49B"
"HRG","FIGF"
"HRG","ORM1"
"HRG","VWF"
"HRG","PPBP"
"HRG","MMRN1"
"HRG","VEGFA"
"HRG","PROS1"
"HRG","LEFTY2"
"HRG","PF4"
"HRG","PCYOX1L"
"HRG","F5"
"HRG","PLG"
"HRG","TIMP1"
"HRG","QSOX1"
"HRG","TEX264"
"HRG","GAS6"
"HRG","IGF2"
"HRG","SERPINE1"
"GATA3","EOMES"
"GATA3","YY1"
"GATA3","IL6"
"GATA3","RARB"
"GATA3","IFNG"
"GATA3","TCF12"
"GATA3","IL10"
"GATA3","CBFB"
"TNFRSF8","SPN"
"TNFRSF8","NAA20"
"TNFRSF8","PAX5"
"TNFRSF8","TDP2"
"TNFRSF8","PTPRC"
"TNFRSF8","CD5"
"WWP2","WWP1"
"WWP2","YWHAQ"
"WWP2","YWHAE"
"WWP2","WDR5"
"PBX1","ZSCAN10"
"PBX1","WDR5"
"UBA6","WWP1"
"UBA6","ZBTB16"
"F13A1","TOR4A"
"F13A1","VEGFB"
"F13A1","VTI1B"
"F13A1","VEGFC"
"F13A1","SERPING1"
"F13A1","THBS1"
"F13A1","ORM2"
"F13A1","TGFB2"
"F13A1","CFD"
"F13A1","FAM49B"
"F13A1","FIGF"
"F13A1","ORM1"
"F13A1","VWF"
"F13A1","PPBP"
"F13A1","MMRN1"
"F13A1","VEGFA"
"F13A1","PROS1"
"F13A1","LEFTY2"
"F13A1","PF4"
"F13A1","PCYOX1L"
"F13A1","F5"
"F13A1","PLG"
"F13A1","TIMP1"
"F13A1","QSOX1"
"F13A1","TEX264"
"F13A1","GAS6"
"F13A1","IGF2"
"F13A1","PROC"
"F13A1","F2"
"F13A1","SERPINE1"
"F13A1","HRG"
"LAMA5","USP4"
"LAMA5","SDC1"
"LAMA5","BCAM"
"OLA1","TOR4A"
"OLA1","VEGFB"
"OLA1","VTI1B"
"OLA1","VEGFC"
"OLA1","SERPING1"
"OLA1","THBS1"
"OLA1","ORM2"
"OLA1","TGFB2"
"OLA1","CFD"
"OLA1","FAM49B"
"OLA1","FIGF"
"OLA1","ORM1"
"OLA1","VWF"
"OLA1","PPBP"
"OLA1","MMRN1"
"OLA1","VEGFA"
"OLA1","PROS1"
"OLA1","LEFTY2"
"OLA1","PF4"
"OLA1","PCYOX1L"
"OLA1","F5"
"OLA1","PLG"
"OLA1","TIMP1"
"OLA1","QSOX1"
"OLA1","TEX264"
"OLA1","GAS6"
"OLA1","IGF2"
"OLA1","SERPINE1"
"OLA1","HRG"
"OLA1","WWP2"
"OLA1","F13A1"
"HOXA9","FCRLA"
"HOXA9","WDR5"
"HOXA9","PBX1"
"PNKP","YWHAQ"
"PNKP","SLC25A12"
"PTPN14","IL37"
"PTPN14","WWP1"
"PTPN14","YWHAE"
"PTPN14","WWP2"
"FURIN","NOTCH4"
"FURIN","VWF"
"FURIN","NODAL"
"FURIN","PROS1"
"FURIN","GAS6"
"FURIN","PROC"
"FURIN","FBN1"
"FURIN","F2"
"DCN","THBS1"
"DCN","TGFB2"
"DCN","YBX1"
"DCN","VEGFA"
"DCN","SDC1"
"DCN","CHPF"
"DCN","MMP9"
"DCN","COL3A1"
"DCN","INS"
"DCN","TLR4"
"DCN","IGF2"
"DCN","FBN1"
"DCN","LUM"
"DCN","SDC2"
"NFIC","ZCCHC14"
"NFIC","WHSC1L1"
"NFIC","PIR"
"TMSB4X","TOR4A"
"TMSB4X","VEGFB"
"TMSB4X","VTI1B"
"TMSB4X","VEGFC"
"TMSB4X","SERPING1"
"TMSB4X","THBS1"
"TMSB4X","ORM2"
"TMSB4X","TGFB2"
"TMSB4X","CFD"
"TMSB4X","FAM49B"
"TMSB4X","FIGF"
"TMSB4X","ORM1"
"TMSB4X","VWF"
"TMSB4X","PPBP"
"TMSB4X","MMRN1"
"TMSB4X","VEGFA"
"TMSB4X","PROS1"
"TMSB4X","LEFTY2"
"TMSB4X","PF4"
"TMSB4X","PCYOX1L"
"TMSB4X","F5"
"TMSB4X","PLG"
"TMSB4X","TIMP1"
"TMSB4X","QSOX1"
"TMSB4X","TEX264"
"TMSB4X","GAS6"
"TMSB4X","IGF2"
"TMSB4X","SERPINE1"
"TMSB4X","HRG"
"TMSB4X","F13A1"
"TMSB4X","OLA1"
"HNF4A","WNT1"
"HNF4A","VDR"
"HNF4A","AXIN2"
"HNF4A","HNF1B"
"BMPR2","TRIB3"
"BMPR2","GDF2"
"BMPR2","ZFYVE16"
"BMPR2","RGMB"
"BMPR2","HFE2"
"BMPR2","INHBB"
"BMPR2","XIAP"
"BMPR2","AMH"
"BMPR2","BMP6"
"BMPR2","ENG"
"BMPR2","RGMA"
"BMPR2","PPP1R15A"
"MLLT4","YWHAQ"
"MLLT4","RIN1"
"MLLT4","YWHAE"
"TSC2","YWHAQ"
"TSC2","INS"
"TSC2","YWHAE"
"TSC2","RPS6KB1"
"TGFBR1","GDF2"
"TGFBR1","ZFYVE16"
"TGFBR1","MSTN"
"TGFBR1","TGFBR3"
"TGFBR1","XIAP"
"TGFBR1","ZFYVE9"
"TGFBR1","USP4"
"TGFBR1","WWP1"
"TGFBR1","TGFB2"
"TGFBR1","ITGB8"
"TGFBR1","GDF11"
"TGFBR1","TFAP2B"
"TGFBR1","ENG"
"TGFBR1","PPP1R15A"
"TGFBR1","ARHGEF18"
"TGFBR1","FBN1"
"TGFBR1","SERPINE1"
"TGFBR1","RPS6KB1"
"TGFBR1","BMPR2"
"CFH","VDR"
"CFH","ZBTB16"
"CCNT2","ZNF143"
"LMO4","TYK2"
"LMO4","IL6"
"LMO4","TINAGL1"
"LMO4","VAV1"
"UBQLN1","XPO4"
"UBQLN1","RASSF5"
"UBQLN1","BPIFA1"
"UBQLN1","TLR4"
"UBQLN1","SIL1"
"UBQLN1","SERPINE1"
"UBQLN1","RBMS1"
"TGFB3","ZFYVE16"
"TGFB3","TOR4A"
"TGFB3","VEGFB"
"TGFB3","VTI1B"
"TGFB3","TGFBR3"
"TGFB3","XIAP"
"TGFB3","ZFYVE9"
"TGFB3","ASPN"
"TGFB3","VEGFC"
"TGFB3","WWP1"
"TGFB3","VASN"
"TGFB3","FMOD"
"TGFB3","SERPING1"
"TGFB3","THBS1"
"TGFB3","ORM2"
"TGFB3","TGFB2"
"TGFB3","ACVR1C"
"TGFB3","LTBP3"
"TGFB3","ITGB8"
"TGFB3","CFD"
"TGFB3","FAM49B"
"TGFB3","FIGF"
"TGFB3","ORM1"
"TGFB3","VWF"
"TGFB3","PPBP"
"TGFB3","LEFTY1"
"TGFB3","MMRN1"
"TGFB3","VEGFA"
"TGFB3","PROS1"
"TGFB3","LEFTY2"
"TGFB3","PF4"
"TGFB3","PCYOX1L"
"TGFB3","F5"
"TGFB3","TFAP2B"
"TGFB3","PLG"
"TGFB3","TIMP1"
"TGFB3","ENG"
"TGFB3","QSOX1"
"TGFB3","TEX264"
"TGFB3","GAS6"
"TGFB3","IGF2"
"TGFB3","PPP1R15A"
"TGFB3","LUM"
"TGFB3","SERPINE1"
"TGFB3","RPS6KB1"
"TGFB3","HRG"
"TGFB3","F13A1"
"TGFB3","OLA1"
"TGFB3","DCN"
"TGFB3","TMSB4X"
"TGFB3","TGFBR1"
"SMAP2","ZNF143"
"SMAP2","RBMS1"
"LTBP1","THBS1"
"LTBP1","IL6"
"LTBP1","TGFB2"
"LTBP1","F5"
"LTBP1","TIMP1"
"LTBP1","QSOX1"
"LTBP1","GAS6"
"LTBP1","PNPLA2"
"LTBP1","PROC"
"LTBP1","FBN1"
"LTBP1","TF"
"LTBP1","SDC2"
"LTBP1","TGFB3"
"FUT8","MGAT1"
"CTDSP1","TUBB8"
"FGL1","THBS1"
"FGL1","MLLT4"
"TIAF1","TRIB3"
"TUBA4A","RCVRN"
"TUBA4A","TYK2"
"TUBA4A","VASN"
"TUBA4A","YBX1"
"TUBA4A","TRIP4"
"TUBA4A","TUBB8"
"TUBA4A","TUBB3"
"TUBA4A","YWHAE"
"TUBA4A","PCNT"
"TUBA4A","TBCD"
